醫療院所,縣市,鄉鎮市區,地址,電話,TWD97X,TWD97Y
瑞林牙醫診所,新北市,五股區,成泰路3段286號1樓,22953616,295140.6603,2776304.631
瑞林診所,彰化縣,二林鎮,大成路一段302號1樓、夾層、2樓、3樓及4樓,04-8954406；0933-472916,185693.676,2643817.577
瑞芳耳鼻喉科診所,高雄市,鼓山區,華榮路298號1樓,5527887,177758.306,2507500.754
瑞芳李牙醫診所,新北市,瑞芳區,民生街五之一號一．二樓,02 4969580,331322.1158,2778018.321
瑞芳礦工醫院,新北市,瑞芳區,一坑路71之2號,24974101,330901.3773,2778046.964
瑞信眼科診所,新北市,板橋區,中山路2段305號1、2樓,02-29578781,298318.4174,2767912.281
瑞品牙醫診所,臺北市,大安區,光復南路三九O之一號一樓,27040466,306246.9817,2770009.067
瑞奕診所,桃園市,龜山區,文化二路34巷14弄8號、10號1樓,03-31856890928514289,286806.49,2772371.77
瑞星牙醫診所,臺南市,永康區,東橋里中山南路233號1樓,06 2338665,171658.26,2546214.75
瑞星牙醫診所,新北市,中和區,安邦街130號1樓、132號2樓,22435343,300208.7806,2765384.193
瑞倍佳整形外科診所,桃園市,桃園區,中正路1121號3樓,3013738,280038.94,2767736.68
瑞恩中醫診所,臺中市,神岡區,神岡路38號1樓,04-25620280,215579.9988,2683607.338
瑞恩內科診所,桃園市,楊梅區,瑞溪路1段256巷2號1樓至2樓,(03)4820528,267567.7,2755479.67
瑞恩牙醫診所,桃園市,蘆竹區,南竹路一段70號1樓、桃園街121號2樓,03-3520597,279371,2771016.52
瑞根牙醫診所,高雄市,苓雅區,文橫二路29號,０７-3362200,178693.803,2501895.335
瑞泰中醫診所,臺北市,萬華區,康定路91號,2371-0088,300661.5835,2770279.61
瑞泰牙醫診所,臺北市,北投區,中央南路一段123號,28955978,300539.3719,2780303.354
瑞健診所,臺中市,北屯區,興安路一段341號1.2.3樓及343號1樓,04-22416859,218950.2622,2674378.424
瑞健診所,臺北市,內湖區,瑞光路258巷37號7樓,27392029,307993.0901,2774208.138
瑞基診所,屏東縣,屏東市,大連里豐年街12-1號1樓及16號1樓,08-7363801,199502.79,2508555.5
瑞康中醫診所,臺北市,大安區,瑞安街208巷24弄12號,27080053,304505.3185,2769058.233
瑞康中醫診所,臺中市,南區,復興路二段106之2號1樓,22612726,215744.4295,2668716.923
瑞康牙醫診所,桃園市,桃園區,大興路132號1樓,03-3565333,281310.73,2767548.66
瑞康牙醫診所,新北市,土城區,中央路2段41號1樓,22747635,294705.0084,2763617.392
瑞康牙醫診所,高雄市,前鎮區,瑞隆路370號1樓,07-7211647,181233.226,2500767.811
瑞康診所,臺北市,內湖區,江南街96巷3號,26599691,308197.3037,2774449.451
瑞康診所,高雄市,鳳山區,南華路206號,07 7138866,181918.45,2500508.28
瑞御診所,臺北市,大安區,敦化南路一段259號12樓,27082968,305425.5406,2769963.433
瑞清中醫診所,新北市,新店區,中興路1段159號1樓,02-29135052,304764.4209,2761917.741
瑞祥中醫診所,高雄市,前鎮區,瑞隆路179號1樓,07-7219355,181691.375,2500773.77
瑞祥中醫診所,臺南市,下營區,新興里自由街5號,06-6891595,174782.95,2570640.82
瑞祥牙醫診所,臺北市,中山區,中原街151號,225978818,303384.4645,2773035.528
瑞祥牙醫診所,新北市,中和區,景新街508號1樓,231518101,301876.8568,2764417.054
瑞祥牙醫診所,宜蘭縣,羅東鎮,興東南路148號,03-9552797,327707.22,2729654.61
瑞祥診所,臺南市,安平區,怡平里華平路418號1樓,06-2934426,165440.82,2543540.29
瑞祥醫院,高雄市,前鎮區,班超路92號1-7樓,7717503,180600.011,2500465.911
瑞富診所,屏東縣,內埔鄉,內田村廣濟路185號,08 7792486,205433.64,2501527.63
瑞斌診所,南投縣,水里鄉,民權路230及232號,049-2778877,234983.36,2634830.28
瑞絲得診所,新竹縣,新埔鎮,文山路亞東段909巷26號2樓,03-5889968,254697.756,2746638.681
瑞華牙醫診所,高雄市,苓雅區,和平一路133－1號,07 7112238,180182.369,2502635.871
瑞華診所,臺北市,內湖區,民權東路6段123巷34弄30號1樓及151之1號1樓,02-87924933,309697.9635,2773672.335
瑞陽牙醫診所,臺北市,士林區,德行東路355號,228366664,304305.2481,2778129.183
瑞隆牙醫診所,高雄市,前鎮區,瑞隆路248號1-2樓,7618800,181430.041,2500786.81
瑞隆馬光中醫診所,高雄市,前鎮區,瑞隆路523號1樓,7226261,180878.98,2500714.6
瑞隆診所,高雄市,前鎮區,瑞隆路373號,07 7512055,181225.726,2500737.81
瑞雲牙醫診所,臺北市,文山區,汀州路四段146號,29345618,304069.095,2766424.897
瑞新時尚診所,高雄市,鼓山區,裕興路145號1-2樓,07-9850898,177420.984,2508084.826
瑞新時尚診所,臺北市,中山區,植福路308號9樓,980274326,306626.204,2774853.042
瑞溪復健科診所,桃園市,楊梅區,瑞溪路二段189號1樓至4樓,03-4820343,268386.14,2755775.98
瑞祺牙醫診所,高雄市,鳳山區,瑞竹路21號,07 7435148,184851.92,2502910.28
瑞聖牙醫診所,臺南市,東區,小東里光明街147之21號,06 2373589,170924.94,2544196.05
瑞萱診所,臺北市,文山區,景華街一二四號,29305313,305202.9249,2765406.086
瑞誠牙醫診所,臺北市,大安區,安和路1段106號2樓,27550996,305736.4994,2769670.047
瑞誠眼科診所,新北市,板橋區,互助街42號(1樓),02-22544561,296595.3476,2768854.629
瑞誠診所,新北市,瑞芳區,中正路42號1樓,02-24977188,331369.7663,2777917.781
瑞銘小兒科診所,臺中市,南區,工學路140號1樓、2樓(部分)、142號1樓、2樓(部分),04-22652116,215508.3151,2668026.783
瑞億牙醫診所,新北市,板橋區,德興街37巷20號1樓,02 9587704,295831.1696,2765178.612
瑞樺牙醫診所,新北市,永和區,中正路三十五號一樓二樓,29486022,301913.0792,2765437.565
瑞興診所,屏東縣,屏東市,瑞光路二段250號之一,08-7378888,199394.56,2508815.25
瑞霖牙醫診所,高雄市,鳳山區,力行路15號,07 7104819,184745.59,2504488.06
瑞龍牙醫診所,桃園市,龍潭區,中正路272號1樓,03-4805289,271968,2750538.87
瑞龍堂中醫診所,南投縣,名間鄉,中山村1鄰彰南路186號、188號1樓,049-2732055,219379.11,2637717.16
瑞聯中醫診所,臺中市,西屯區,福科路847號1樓,04-24637020,210140.5568,2675804.076
瑞聯牙醫診所,臺中市,西屯區,福中一街39號1樓及2樓,04-24615000,210988.0971,2675256.914
瑞聯診所,新北市,瑞芳區,明燈路三段13號一樓,224965416,331545.3318,2777922.932
瑞鴻堂中醫診所,高雄市,楠梓區,右昌街91-93號1樓,07-3601088,177127.246,2512337.168
瑞豐復健科診所,高雄市,前鎮區,永豐路128號,07 7515080,181494.047,2500913.813
瑞豐診所,新北市,瑞芳區,明燈路二段48號1樓、48之1號1樓、48之1號2樓,(02)24976300,331661.3196,2777986.008
瑞醫時尚醫美診所,臺北市,中山區,復興北路164號3樓,(02)2719-1799,304873.9866,2771810.525
瑞麗嘉健康美學慶中診所,臺北市,松山區,南京東路3段259號5樓,25450522,304981.4832,2771650.747
瑞齡診所,臺中市,北屯區,文心路四段955號26樓之1(部分),0975-771138,219031.422,2674031.545
瑞麟診所,臺南市,玉井區,玉井里中華路18號,06 5747275,194919.11,2558146.25
瑞麟診所,新竹縣,竹北市,中山路460號1樓,03 5536286,251137.123,2747901.382
當代中醫診所,桃園市,中壢區,中北路2段86號1樓,03-2840723,272742.47,2760339.7
當代牙醫診所,臺北市,大安區,復興南路二段88號4樓,227014248,304827.679,2769248.525
當代牙醫診所,高雄市,鼓山區,中華一路316-2號地下1樓、1、2摟,5522621,177240.59,2507352.7
當代牙醫診所,桃園市,中壢區,中央西路二段43號、45號、47號1樓、2樓,03-4948311,271951.76,2761212.26
當代明新牙醫診所,桃園市,中壢區,中央西路二段59號1樓,03-4948288,271911.33,2761220.72
當代青埔牙醫診所,桃園市,中壢區,高鐵南路2段229號1至3樓,03-2871648,270753.55,2766171.41
當代美學診所,臺北市,士林區,中正路364號1樓及2樓,28340400,302572.3173,2776329.656
當代楊新牙醫診所,桃園市,楊梅區,光華街28號1樓,03-4759818,264667.8,2755618.7
當代漢醫苑中醫診所,臺北市,大安區,大安路一段七三號四樓,227718936,305125.8899,2770568.21
當代興國牙醫診所,桃園市,中壢區,中豐路86號1-4樓,03-4948897,272200.67,2761678.02
當代聯合診所,新北市,板橋區,中正路三一九號,229651535,295922.1574,2768064.323
當陽之境身心診所,桃園市,桃園區,大業路一段436號1樓及2樓,(03)3557998,281467.89,2767504.69
皙妍診所,臺北市,中山區,新生北路2段53之3號1樓,02-25410166,303296.7292,2772105.911
睛明眼科診所,臺南市,安南區,新順里安和路3段131號1-2樓,06-3562331,169841.44,2549671.23
睛采眼科診所,新北市,淡水區,大忠街113巷29號,86312967,295110.2548,2785521.445
睛采眼科診所,彰化縣,溪湖鎮,和平里員鹿路三段97號及99號,04-8821001,197070.989,2650576.331
睛彩眼科診所,新北市,新店區,北新路一段323號,02 29101760,304673.7706,2762380.531
睛華眼科診所,高雄市,左營區,自由四路185號1.2.3樓,07-3503939,179575.02,2509381.77
睦牙醫診所,桃園市,桃園區,永安路271號1樓,,280508,2765689.3
睦霖復健科診所,臺北市,中山區,松江路274號2樓,(02)2511-3500,303770.2584,2772501.166
碇內診所,基隆市,暖暖區,源遠路323號,(02)24595878,326403.15,2777004.591
祺元堂中醫診所,新北市,永和區,竹林路71-1號1樓,89253601,302352.8581,2767370.656
祺祥中醫診所,臺北市,中山區,松江路20-1號1樓,25682902,303752.8876,2771068.392
祺甯牙醫診所,臺北市,中山區,長安東路二段49號1樓,25361020,303709.811,2771262.983
萬大牙醫診所,臺北市,萬華區,東園街196號,23320606,300296.1068,2768272.67
萬大聖心診所,臺北市,萬華區,萬大路425號1樓,02-23090006,300329.6357,2768233.421
萬川中醫診所,桃園市,中壢區,大同路117號1樓,03 4222757,272452.15,2761046.62
萬川診所,高雄市,大樹區,檨腳里中興南路45號,6516513,191797.46,2510030.06
萬丹中醫診所,屏東縣,萬丹鄉,萬丹路1段470號、472號1樓,960116998,197466.83,2499244.89
萬丹牙醫診所,屏東縣,萬丹鄉,西環路190號1、2樓,08-7771447,197010.72,2498023.13
萬丹社區診所,屏東縣,萬丹鄉,萬丹路一段103號,08-7773003,197492.57,2498538.23
萬丹社區診所,屏東縣,萬丹鄉,萬丹路一段103號,08-7773003,197492.57,2498538.23
萬太診所,臺北市,萬華區,萬大路四三四號,23326618,300259.636,2768170.642
萬方診所,基隆市,中山區,中山二路59號,02-24263358,324644.39,2781268.588
萬全診所,彰化縣,彰化市,萬壽里中正路2段147號1樓,47230231,202973.22,2663823.26
萬好牙醫診所,新北市,樹林區,保安街一段192-2號一樓,02-26868688,292552.5745,2765377.319
萬安中醫診所,高雄市,美濃區,成功路129號,07-6811768,203472.671,2532637.133
萬安中醫診所,臺北市,大安區,光復南路308巷25號1樓,27783339,306148.2499,2770190.916
萬安中醫診所,南投縣,竹山鎮,集山路三段785號,049-2649649,217960.46,2628312.93
萬安內科痔科中醫診所,新竹市,北區,城北街8號,35235190,246448.07,2744621.58
萬安堂中醫診所,臺北市,內湖區,文德路22巷9弄42號1樓,26599135,308416.4215,2774418.86
萬安診所,臺中市,清水區,中山路126之2號1樓,04-26227823,206882.6612,2684804.785
萬安診所,高雄市,鳳山區,五甲三路55號,07 8412633,180820.33,2499286.76
萬安診所,彰化縣,大城鄉,東城村東平路168號,04-8946191,181062.115,2639252.141
萬耳鼻喉科診所,桃園市,八德區,介壽路一段913號1樓,03 3635616,280265.4,2761391.3
萬里診所,新北市,萬里區,瑪鋉路九十八之一號,(02 )2492-2022,319615.7714,2785733.776
萬來診所,彰化縣,大村鄉,福興村山腳路80-8號,04-8534585,207837.29,2653968.1
萬和牙醫診所,臺北市,內湖區,文德路21號,27978008,308545.5757,2774614.341
萬和牙醫診所,高雄市,小港區,漢民路355號,07 8039189,183742.866,2496484.671
萬和牙醫診所,臺中市,北屯區,中清路二段541號1樓,04 22957225,216048.4452,2675220.504
萬居牙醫診所,臺北市,內湖區,內湖路一段三二三巷四弄一號,27992346,310385.1484,2775243.039
萬芳牙醫診所,新北市,土城區,光明街3號1樓,02-82731677,294634.2261,2763058.884
萬春中醫診所,彰化縣,鹿港鎮,頂草路四段405號,04 7712366,194854.95,2667127.08
萬泉中醫診所,臺南市,北區,大港里文賢路295號1樓,06-2588979,167320.64,2545199.77
萬泰中醫診所,臺中市,太平區,東平路487號1樓,04-2277-3538,221482.01,2669838.94
萬泰牙醫診所,臺南市,關廟區,香洋里中正路948、950號（1樓）,06-5966298,181159.96,2540296.25
萬泰診所,臺北市,北投區,中央北路二段五二號一樓,02-28930727,299919.0622,2781062.773
萬能診所,桃園市,桃園區,大有路436號1-2樓,3568140,282225.6,2767082.17
萬國中醫診所,高雄市,前鎮區,廣西路460號,07 3312588,178986.184,2501781.869
萬祥禮診所,雲林縣,北港鎮,北辰路52號,05 7835318,178849.23,2608709.59
萬通耳鼻喉科診所,臺北市,大安區,延吉街64－2號1樓,227518909,305889.3194,2770695.11
萬程骨科診所,桃園市,中壢區,大同路120號1樓、122號1樓,03-4221768,272422.32,2761062.67
萬華身心精神科診所,臺北市,萬華區,和平西路3段142號,23088878,300344.4549,2769764.527
萬華維沐身心診所,臺北市,萬華區,西藏路113號1樓,02-23035690,300766.4891,2769150.862
萬華劉小兒科診所,臺北市,萬華區,康定路158號,223813156,300639.6464,2770256.885
萬華蔡耳鼻喉科診所,臺北市,萬華區,昆明街312之1號,223063897,300792.8196,2769865.804
萬華衛康內科診所,臺北市,萬華區,萬大路217號,02-23092807,300520.1917,2768843.144
萬華賴牙醫診所,臺北市,萬華區,西園路二段180號,02-2308-9619,300040.0803,2769142.825
萬華瀚群骨科診所,臺北市,萬華區,西園路一段176號(實際營業地址:1樓、2樓),23368080,300377.917,2769910.428
萬隆力康復健科診所,臺北市,文山區,羅斯福路5段127號2樓、129號2樓,,304411.8874,2766409.21
萬順外科中醫診所,花蓮縣,花蓮市,中山路76號,03-8323817,312195.604,2652379.509
萬傳中醫診所,臺中市,東區,和平街47號,04 2237603,217902.7762,2669856.078
萬嘉耳鼻喉科診所,臺北市,萬華區,萬大路144號1樓,23010228,300496.1777,2769071.067
萬福牙醫診所,臺北市,信義區,松德路79號1樓,227268157,308156.3825,2770142.969
萬福牙醫診所,基隆市,七堵區,百六街27號,02-24517878,320104.651,2775393.832
萬德堂中醫診所,彰化縣,員林市,莒光路370號,04-8359395,205916.65,2650728.95
萬澤內科診所,臺北市,萬華區,萬大路425之1號2、3、4樓,23397018,300333.9201,2768241.049
萬寶堂中醫診所,南投縣,南投市,中興路628號,0910-419176,218505.74,2644427.26
稚顏美學診所,臺北市,南港區,重陽路461號9樓,02-27888779,311595.8763,2772522.625
粱耳鼻喉科診所,臺北市,士林區,社正路12之1號,228168456,301372.5897,2775682.561
粱美鳳中醫診所,臺北市,信義區,松山路261-2號,27533039,308320.6675,2770754.125
經典中醫診所,臺中市,西區,林森路151號1樓,04-23723518,216451.8906,2670361.326
經典牙醫診所,臺南市,南區,文華里金華路2段309號1~2樓,06-2639551,167117.69,2542844.16
經典牙醫診所,高雄市,三民區,大昌一路221號1-2樓,07-3818882,180458.828,2506311.972
經典牙醫診所,新竹市,北區,海濱里西濱路一段345號1樓,03-5366111,242942.37,2747883.6
經典牙醫診所,彰化縣,員林市,中山路二段85之13號,04-8338988,206304.94,2650896.01
經典永華牙醫診所,臺南市,安平區,國平里永華路二段501號1樓,06-2992239,165461.29,2543446.62
經典皮膚科診所,新北市,新店區,中正路150號1樓、2樓,02  29176111,304689.8398,2762755.285
經典整形外科診所,臺北市,大安區,忠孝東路4段94之5號(6樓),(02)87736600,305085.4555,2770470.908
經典聯合牙醫診所,新北市,汐止區,樟樹一路二十號一樓,02-26904000,314765.5619,2772808.438
經緯中醫診所,苗栗縣,竹南鎮,正南里27鄰南大路15號1樓,037-552662,237563.76,2730634.31
經緯牙醫診所,臺北市,士林區,德行東路275號1樓,228333199,303999.1066,2778076.226
群生診所,臺中市,北區,進化路625號之5,04-22332616,218898.4926,2672862.579
群光自然診所,臺北市,大安區,羅斯福路3段271號10樓,23671086,303561.5688,2767941.229
群安診所,新北市,蘆洲區,長安街118號,02-22894789,296474.7898,2774908.662
群安診所,臺南市,東區,富裕里裕豐街11號1、2樓,06-2377919,170685.4,2542730.61
