綠化單元代碼,設置年度,縣市,綠化單元名稱,基地地址,緯度,經度,緯度,經度,TWD97X,TWD97Y,基地面積(公頃),基地長度(公里),基地長度換算面積(公頃),補助單位,基地類型,基地類型(校正),維運單位類型,列管狀態,管理單位,地址,聯絡人,聯絡電話,認養單位,認養期限,迄今認養年度,喬木總數量(株),本年度之建議樹種增植數量(株),年度,獎項名稱,,
apr-1055,112,高雄市,左營區明德國小空品淨化區設置計畫,-,177001,2509847,22.6874,120.2895,176997.06,2509843.28,0.075,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區明德國民小學,高雄市左營區海富路2號,楊淑縈總務主任,07-5811853#310,-,-,-,-,-,-,-,,
apr-1056,112,高雄市,三民區河堤國小(第一區)空品淨化區設置計畫,-,179597,2507155,22.6632,120.3149,179594.61,2507151.26,0.039,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區河堤國民小學,高雄市三民區裕誠路3號,王瑞裕總務主任,07-3436556#831,-,-,-,-,-,-,-,,
apr-1057,112,高雄市,鳳山區鳳翔國中空品淨化區設置計畫,-,183005,2499992,22.5987,120.3484,183006.15,2499993.51,0.039,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區鳳翔國民中學,高雄市鳳山區保義街100號,陳榮輝總務主任,07-7929337#25,-,-,-,-,-,-,-,,
apr-1058,112,高雄市,岡山區壽天國小空品淨化區設置計畫,-,177300,2522169,22.7987,120.2919,177302.56,2522166.94,0.036,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市岡山區壽天國民小學,高雄市岡山區公園東路55號,王清輝總務主任,07-6246040#830,大承循環股份有限公司     ,113年8月9日- 115年8月8日 ,連續2年,-,-,-,-,,
apr-1059,112,高雄市,112年高雄市鳳山區青年國中空氣品質淨化區設置計畫,-,182975,2503590,22.6312,120.3479,182970.49,2503592.55,0.069,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立青年國民中學,高雄市鳳山區青年路二段89號,陳志豪總務主任,07-7190419#31,-,-,-,-,-,-,-,,
apr-1060,112,高雄市,112年高雄市客家事務委員會空氣品質淨化區設置計畫,-,177582,2505603,22.6491,120.2954,177583.20,2505599.27,0.035,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市政府客家事務委員會,高雄市三民區同盟二路217號,劉正斌專員,07-3165666#57,-,-,-,-,-,-,-,,
apr-1061,112,高雄市,112年高雄市鳳山區五甲國中空氣品質淨化區設置計畫,-,180971,2499964,22.5984,120.3286,180970.21,2499969.32,0.120,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立五甲國民中學,高雄市鳳山區龍成路111號,朱嘉芳總務主任,07-8211569#31,-,-,-,-,-,-,-,,
apr-1062,112,高雄市,112年高雄市鳳山區南成國小空氣品質淨化區設置計畫,-,181734,2499493,22.5941,120.3360,181728.94,2499489.77,0.033,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區南成國民小學,高雄市鳳山區南和街101號,陳威菖總務主任,07-8215354#740,-,-,-,-,-,-,-,,
apr-1063,112,高雄市,112年高雄市鳳山區曹公國小空氣品質淨化區設置計畫,-,183991,2503415,22.6296,120.3578,183987.38,2503410.95,0.028,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區曹公國民小學,高雄市鳳山區曹公路6號,謝碩澤總務主任,07-7460449,-,-,-,-,-,-,-,,
apr-1064,112,高雄市,鼓山區龍華國小空氣品質淨化區設置計畫,-,177888,2506423,22.6566,120.2983,177885.18,2506428.37,0.081,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市鼓山區龍華國民小學,高雄市鼓山區大順一路858號,廖俊傑總務主任,07-5553086#11,中鴻鋼鐵股份有限公司,114年1月1日- 114年12月31日,114新增認養,-,-,-,-,,
apr-1065,112,高雄市,112年高雄市三民區河堤國小(第二區)空品淨化區設置計畫,-,179597,2507155,22.6632,120.3149,179594.61,2507151.26,0.014,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區河堤國民小學,高雄市三民區裕誠路3號,王瑞裕總務主任,07-3436556#831,-,-,-,-,-,-,-,,
apr-1066,112,高雄市,112年高雄市路竹區大社國小空品淨化區設置計畫,-,174532,2529777,22.8673,120.2645,174527.26,2529777.24,0.052,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市路竹區大社國民小學,高雄市路竹區大社路243號,總務主任,07-6962254,-,-,-,-,-,-,-,,
apr-1067,112,高雄市,112年高雄市鳳山區鎮北國小空品淨化區設置計畫,-,185001,2504877,22.6429,120.3676,185001.02,2504879.38,0.067,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區鎮北國民小學,高雄市鳳山區鳳北路170號,總務主任,07-7311709,-,-,-,-,-,-,-,,
apr-1068,112,高雄市,112年高雄市三民區東光國小空品淨化區設置計畫,-,182234,2505599,22.6493,120.3406,182228.98,2505600.12,0.052,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市三民區東光國民小學,高雄市三民區黃興路206號,總務主任,07-3839350,-,-,-,-,-,-,-,,
apr-1069,112,高雄市,112年高雄市立中正高中空品淨化區設置計畫,-,182082,2503104,22.6268,120.3393,182084.30,2503109.22,0.079,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立中正高中,高雄市苓雅區中正一路8號,總務主任,07-7491992,-,-,-,-,-,-,-,,
apr-1070,113,高雄市,113年高雄市內門區木柵國小空品淨化區設置計畫,-,195413,2541651,22.9753,120.4676,195411.98,2541647.02,0.027,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市內門區木柵國民小學,高雄市內門區木柵里木柵3號,總務主任,07-6681183,-,-,-,-,-,-,-,,
apr-1071,113,高雄市,113年高雄市前鎮區前鎮國中空品淨化區設置計畫,-,180257,2498239,22.5827,120.3217,180252.85,2498234.03,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立前鎮國民中學,高雄市前鎮區新衙路17號,總務主任李珍珠事務組長,07-8217677,-,-,-,-,-,-,-,,
apr-1072,113,高雄市,113年高雄市鳳山區南成國小空品淨化區設置計畫,-,181748,2499527,22.5944,120.3362,181749.65,2499522.89,0.021,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區南成國民小學,高雄市鳳山區南和街101號,總務主任,07-8215354,-,-,-,-,-,-,-,,
apr-1073,113,高雄市,岡山區壽天國小空品淨化區設置計畫,-,177333,2522189,22.7989,120.2922,177333.46,2522188.94,0.032,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市岡山區壽天國民小學,高雄市岡山區公園東路55號,總務主任,07-6246040,新龍光塑料股份有限公司,114年8月20日- 115年8月19日 ,114新增認養,-,-,-,-,,
apr-1074,113,高雄市,鼓山區七賢國中空品淨化區設置計畫,-,176988,2506622,22.6583,120.2896,176991.93,2506620.86,0.010,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市立七賢國民中學,高雄市鼓山區美術東三路110號,總務主任,07-5559329,-,-,-,-,-,-,-,,
apr-1075,113,高雄市,鳳山區五甲國小空品淨化區設置計畫,-,181637,2500083,22.5995,120.3351,181639.07,2500088.13,0.140,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市鳳山區五甲國民小學,高雄市鳳山區五甲二路424號,總務主任,07-2624660,-,-,-,-,-,-,-,,
apr-1076,113,高雄市,前鎮區民權國小空品淨化區設置計畫,-,179541,2501051,22.6081,120.3147,179545.97,2501049.94,0.017,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市前鎮區民權國民小學,高雄市前鎮區沱江街200號,總務主任,07-5367177,-,-,-,-,-,-,-,,
apr-1077,113,高雄市,市左營區新莊國小空品淨化區設置計畫,-,179004,2507968,22.6706,120.3091,179002.36,2507973.45,0.040,-,-,環保局,校園揚塵改善區,校園揚塵改善區,自行維運,設置中,高雄市左營區新莊國民小學,高雄市左營區自由三路1號,總務主任,07-3411373,-,-,-,-,-,-,-,,
apr-1078,113,高雄市,小港高中空品淨化區設置計畫,-,183957,2496267,22.5651,120.3578,183956.62,2496268.72,0.056,-,-,環保局,校園揚塵改善區,校園揚塵改善區,企業認養,設置中,高雄市立小港高級中學,高雄市小港區學府路117號,總務主任,07-8062627,李長榮科技股份有限公司銅箔廠,114年9月18日- 115年9月17日 ,114年新增認養,-,-,-,-,,
apr-1079,85,屏東縣,公24,-,22.68694444,120.4802778,22.6869,120.4803,196601.77,2509706.73,0.986,-,-,環境部,環保公園,環保公園,自行維運,未解列,屏東市公所,屏東縣屏東市台糖街61號,鄒岱庭,08-7516932,屏東市公所,民國87年8月15日-管理單位持續認養,連續26年,-,-,-,-,,
apr-1080,88,屏東縣,載興村道路綠美化,-,22.77722222,120.5147222,22.7772,120.5147,200169.09,2519693.88,-,2.5,0.250,環境部,道路綠帶,道路綠化,自行維運,未解列,里港鄉公所,屏東縣里港鄉中山路104號,鄒吉瑞,"08-7752114
#109",里港鄉公所,民國88年4月17日-管理單位持續認養,連續25年,-,-,-,-,,
apr-1081,89,屏東縣,武洛活動中心綠美化計畫,-,22.77111111,120.5147222,22.7711,120.5147,200166.88,2519018.41,0.035,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,里港鄉公所,屏東縣里港鄉中山路104號,鄒吉瑞,"08-7752114
#109",里港鄉武洛社區發展協會,民國90年11月28日-持續認養,連續23年,-,-,-,-,,
apr-1082,88,屏東縣,社區綠美化(公所前三角地帶),-,22.58416667,120.5438889,22.5842,120.5439,203101.81,2498313.26,0.010,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,竹田鄉公所,屏東縣竹田鄉中正路123號,賴隊長,"08-7711550
#25",竹田鄉公所,民國89年08月16日-管理單位持續認養,連續24年,-,-,-,-,,
apr-1083,88,屏東縣,社區綠美化(公正路),-,22.582064,120.544835,22.5821,120.5448,203193.65,2498080.45,0.060,-,-,環境部,道路綠帶,道路綠化,自行維運,未解列,竹田鄉公所,屏東縣竹田鄉中正路123號,賴隊長,"08-7711550
#25",竹田鄉公所,民國89年08月16日-管理單位持續認養,連續24年,-,-,-,-,,
apr-1084,88,屏東縣,社區綠美化(自強路),-,22.588055,120.550888,22.5881,120.5509,203822.89,2498742.92,0.070,-,-,環境部,道路綠帶,道路綠化,自行維運,未解列,竹田鄉公所,屏東縣竹田鄉中正路123號,賴隊長,"08-7711550
#25",竹田鄉公所,民國89年08月16日-管理單位持續認養,連續24年,-,-,-,-,,
apr-1085,86,屏東縣,屏東科技大學,屏東縣內埔鄉學府路1號,22.64055556,120.5961111,22.6406,120.5961,208486.24,2504542.93,20.000,-,-,環境部,環保公園,環保公園,志工及企業認養,未解列,屏東科技大學,屏東縣內埔鄉學府路1號,鄭竹吟,08-7740480,屏東科技大學,民國87年5月10日-持續認養,連續26年,-,-,-,-,,
apr-1086,90,屏東縣,潮洲主題公園綠化計畫,-,22.54694444,120.5505556,22.5469,120.5506,203778.32,2494180.97,3.000,-,-,環境部,環保公園,環保公園,自行維運,未解列,潮州鎮公所,屏東縣潮州鎮中山路38號,邱志弘, 08-7882371,潮州鎮公所,民國92年2月04日-管理單位持續認養,連續21年,-,-,-,-,,
apr-1087,91,屏東縣,崁頂鄉垃圾焚化廠森林公園工程,-,22.50055556,120.4947222,22.5006,120.4947,198011.47,2489072.56,5.600,-,-,環境部,環保公園,環保公園,志工認養,未解列,崁頂鄉公所,屏東縣崁頂鄉中正路230號,賴金源,08-8633465,崁頂鄉公所,民國94年10月07日-持續認養,連續19年,-,-,-,-,,
apr-1088,89,屏東縣,鄉公所道路綠美化計畫（東林路）,-,22.39527778,120.5858333,22.3953,120.5858,207352.37,2477384.19,-,1.35,0.135,環境部,道路綠帶,道路綠化,自行維運,未解列,枋寮鄉公所,屏東縣枋寮鄉德興路36號,黃建耀,"08-8782012
*35",枋寮鄉公所,民國89年8月29日-管理單位持續認養,連續24年,-,-,-,-,,
apr-1089,89,屏東縣,鄉公所道路綠美化計畫（中山路）,-,22.37,120.5922222,22.3700,120.5922,208003.75,2474581.01,-,1.5,0.150,環境部,道路綠帶,道路綠化,自行維運,未解列,枋寮鄉公所,屏東縣枋寮鄉德興路36號,黃建耀,"08-8782012
*35",枋寮鄉公所,民國89年9月15日-管理單位持續認養,連續24年,-,-,-,-,,
apr-1090,93,屏東縣,屏東縣車城鄉垃圾場綠化暨自行車道設置計畫,-,22.07638889,120.71375,22.0764,120.7138,220465.09,2442043.81,5.178,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,自行維運,未解列,車城鄉公所,屏東縣車城鄉中山路53號,郭家耀,0919-848754,車城鄉公所,民國94年4月1日-管理單位持續認養,連續19年,-,-,-,-,,
apr-1091,94,屏東縣,屏東縣竹田鄉都市都會區自行車道設置,-,22.61388889,120.5180556,22.6139,120.5181,200459.53,2501610.29,-,12,1.200,環境部,自行車道,自行車道,自行維運,未解列,竹田鄉公所,屏東縣竹田鄉中正路123號,賴隊長,"08-7711550
#25",竹田鄉公所,民國95年08月01日-管理單位持續認養,連續18年,-,-,-,-,,
apr-1092,94,屏東縣,屏東縣車城鄉都會區自行車道設置暨綠化計畫,-,22.06097222,120.7349167,22.0610,120.7349,222639.59,2440334.77,0.200,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,車城鄉公所,屏東縣車城鄉中山路54號,郭家耀,0919-848754,車城鄉公所,民國94年12月16日-管理單位持續認養,連續19年,-,-,-,-,,
apr-1093,96,屏東縣,屏東縣恆春鎮自行車道設置計畫,-,21.99472222,120.7480556,21.9947,120.7481,223989.84,2432991.70,-,1.7,0.170,環境部,自行車道,自行車道,自行維運,未解列,恆春鄉公所,屏東縣恆春鎮天文路1號,黃巧君,08-8892874,恆春鎮公所,民國97年11月17日-管理單位持續認養,連續16年,-,-,-,-,,
apr-1094,97,屏東縣,屏東縣南州鄉1016壽元段0857地號裸露地綠化計畫,-,22.48583333,120.5402778,22.4858,120.5403,202698.14,2487418.66,0.570,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,南州鄉公所,屏東縣南州鄉仁里路11號,邱正忠,0935-861328,南州鄉公所,民國97年12月12日-管理單位持續認養,連續16年,-,-,-,-,,
apr-1095,97,屏東縣,屏東縣崁頂鄉過溪子段0453地號自行車道設置計畫,-,22.5175,120.4969444,22.5175,120.4969,198244.11,2490943.12,-,2.3,0.230,環境部,自行車道,自行車道,自行維運,未解列,崁頂鄉公所,屏東縣崁頂鄉中正路230號,江峰吉,0929-059356,崁頂鄉公所,民國97年12月05日-管理單位持續認養,連續16年,-,-,-,-,,
apr-1096,97,屏東縣,屏東縣潮州鎮第3公墓四春地段1107-0000等地號裸露地綠化計畫,-,22.545,120.58,22.5450,120.5800,206801.61,2493961.78,1.750,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,潮州鎮公所,屏東縣潮州鎮中山路38號,卓福勝, 08-7815977,潮州鎮公所,民國97年12月05日-日-管理單位持續認養,連續16年,-,-,-,-,,
apr-1097,98,屏東縣,屏東縣枋寮鄉大響營段293-71地號裸露地綠化計畫,-,22.43777778,120.5994444,22.4378,120.5994,208765.24,2482086.28,3.000,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,自行維運,未解列,枋寮鄉公所,屏東縣枋寮鄉德興路36號,歐陽吉倉先生,0975-192750,枋寮鄉公所,民國98年12月18日-管理單位持續認養,連續15年,-,-,-,-,,
apr-1098,100,屏東縣,屏東縣萬丹鄉萬興段1067-3地號(舊集乳站)裸露地綠化計畫,-,22.61277778,120.4683333,22.6128,120.4683,195339.44,2501505.90,0.100,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工認養,未解列,萬丹鄉公所,屏東縣萬丹鄉和平西路155號,施明聰,0934-168525,社口社區發展協會,民國101年10月08日-持續認養,連續12年,-,-,-,-,,
apr-1099,101,屏東縣,屏東縣內埔鄉老埤段0109-0000地號垃圾場綠化,-,22.65277778,120.6041667,22.6528,120.6042,209322.38,2505891.60,1.203,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,志工及企業認養,未解列,內埔鄉公所,屏東縣內埔鄉南華路1號,郭技士,08-7792001,內埔鄉公所,民國101年11月5日-持續認養,連續12年,-,-,-,-,,
apr-1100,101,屏東縣,屏東縣恆春鎮山腳段0026-0021等地號垃圾場綠化,-,22.00277778,120.7608333,22.0028,120.7608,225302.60,2433886.43,2.200,-,-,環境部,廢棄物堆置場綠化,垃圾場/廢棄物堆置場綠化,自行維運,未解列,恆春鄉公所,屏東縣恆春鎮天文路1號,黃巧君,08-8892874,恆春鎮公所,民國101年9月28日-管理單位持續認養,連續12年,-,-,-,-,,
apr-1101,103,屏東縣,屏東縣潮州鎮飛夢林園區,-,22.53463889,120.5406111,22.5346,120.5406,202745.59,2492822.13,3.285,-,-,環境部,空地/裸露地綠化,空地/裸露地綠化,志工及企業認養,未解列,屏東縣政府,屏東縣屏東市自由路527號,鄭翔真,"08-7891696
#25",潮州多元社福園區,民國104年3月12日-持續認養,連續9年,-,-,-,-,,
